date	price
1527360750762	7540.4
1527360763623	7540.5
1527360812927	7540.6
1527360910281	7540.6
1527360934700	7540.6
1527360934702	7540.6
1527360934704	7540.6
1527360934706	7540.6
1527360934708	7541.4
1527360934711	7542.3
1527360934714	7542.8
1527360934716	7544
1527360934718	7544.29517361
1527360934721	7544.4
1527360934723	7544.7
1527360941988	7545.1
1527360941991	7545.1
1527360941992	7545.1
1527360941994	7545.1
1527360941998	7546.3
1527360942001	7546.3
1527360942010	7546.3
1527360942012	7547
1527360944322	7545.6
1527360944388	7545.9
1527361073997	7545.3
1527361088638	7545.2
1527361108580	7545.3
1527361159780	7545.2
1527361159781	7545.2
1527361160639	7545.2
1527361160803	7545.2
1527361160895	7545.2
1527361161018	7545.2
1527361161243	7545.2
1527361171998	7545.3
1527361172939	7545.3
1527361173029	7545.3
1527361173032	7545.3
1527361173034	7546
1527361173036	7547.4
1527361173039	7548.7
1527361173042	7549.73668812
1527361173045	7549.8
1527361173048	7550
1527361173051	7550
1527361173053	7550
1527361173055	7550.3
1527361185318	7550.4
1527361203222	7548.3
1527361204647	7550
1527361205162	7550
1527361206158	7550
1527361207114	7550.1
1527361208151	7550.1
1527361208603	7550.1
1527361209107	7550.1
1527361238262	7550.4
1527361238342	7551.4
1527361238419	7551.5
1527361238506	7552.2
1527361240695	7550.5
1527361253958	7550.6
1527361254736	7550.3
1527361310090	7551.1
1527361314509	7551.2
1527361314511	7551.5
1527361334819	7551.3
1527361378372	7551.9
1527361382595	7553.7
1527361412100	7553.6
1527361412188	7553.6
1527361440218	7553.6
1527361493151	7553.7
1527361493152	7553.7
1527361495233	7553.8
1527361521723	7553.7
1527361523322	7553.7
1527361523629	7553.7
1527361527988	7553.7
1527361542146	7553.6
1527361543350	7553.6
1527361543353	7553.6
1527361543639	7553.6
1527361543641	7553
1527361544268	7553.1
1527361549756	7553.1
1527361550115	7553.1
1527361551533	7553.1
1527361551536	7553.1
1527361551606	7553.1
1527361552408	7553.1
1527361586519	7553.1
1527361598163	7553.1
1527361598984	7553
1527361598987	7553
1527361600764	7551
1527361600918	7551
1527361614638	7550.9
1527361614718	7547.5
1527361641399	7546.7
1527361641478	7545.69507375
1527361713264	7548.9
1527361715940	7548.9
1527361755744	7548.8
1527361755746	7548.8
1527361755760	7548.8
1527361755762	7548.8
1527361755765	7548.8
1527361755768	7548.8
1527361755771	7548.8
1527361755773	7548.6
1527361755837	7548.6
1527361756187	7546.1
1527361756189	7546.1
1527361756191	7546.1
1527361756219	7546.1
1527361756230	7546.1
1527361756784	7547.2
1527361757032	7547.2
1527361757034	7545.7
1527361763708	7546.1
1527361763709	7546.1
1527361766564	7546.1
1527361766957	7545.7
1527361774734	7545.8
1527361775319	7545.8
1527361775322	7545.8
1527361776424	7545.8117321
1527361776908	7548.8
1527361787987	7548.7
1527361800261	7548.3
1527361800263	7548.9
1527361800270	7548.9
1527361800824	7548.9
1527361824255	7545.8117321
1527361825764	7547.6
1527361855872	7545.7
1527361856016	7545.7
1527361856572	7545.8
1527361858097	7545.8
1527361866930	7546.3
1527361872833	7546.2
1527361882065	7545.7
1527361884558	7545.7
1527361884568	7545.7
1527361897240	7542.4
1527361902133	7542.4
1527361906232	7542.3
1527361920831	7543.9
1527361946656	7545.69507375
1527361946775	7545.6
1527361954138	7545.7
1527362008930	7545.7
1527362009043	7545.7
1527362009127	7545.7
1527362013323	7545.7
1527362018444	7543.2
1527362044497	7542.6
1527362045771	7542.6
1527362047333	7543.5
1527362047336	7543.6
1527362049269	7543.6
1527362061826	7543.5
1527362071570	7543.5
1527362071649	7543.5
1527362072191	7543.5
1527362072193	7543.4785652
1527362072196	7543.2
1527362080069	7542.4
1527362081990	7542.31198175
1527362092826	7542.3
1527362092828	7542.3
1527362092830	7542.3
1527362092832	7542.3
1527362092833	7542.3
1527362092835	7542.3
1527362092837	7542.3
1527362092838	7542.3
1527362092840	7541.2
1527362097276	7541.26205664
1527362099438	7539.3
1527362099921	7539.3
1527362101171	7539.2
1527362101172	7539.2
1527362101175	7539
1527362101178	7539
1527362101180	7538.8
1527362101181	7538.7
1527362101183	7538.6
1527362101184	7538.5
1527362101186	7537
1527362101188	7536.6
1527362101202	7535.4
1527362101203	7534.7
1527362102125	7538.7
1527362102127	7538.7
1527362106763	7536.7
1527362108309	7536.7
1527362110677	7536.7
1527362113020	7536.7
1527362116832	7536.7
1527362122212	7536.7
1527362122222	7536.7
1527362139720	7536.7
1527362141362	7536.7
1527362142111	7536.7
1527362142289	7536.7
1527362143799	7536.7
1527362145265	7536.7
1527362147214	7536.7
1527362150480	7536.6
1527362150481	7536.6
1527362150483	7536.6
1527362150485	7534
1527362150499	7533.6
1527362150501	7533.32928918
1527362150503	7533.3
1527362150505	7533.2
1527362150507	7533.1
1527362150509	7533
1527362150511	7532
1527362150512	7531.6
1527362150513	7531.6
1527362150515	7531.6
1527362150516	7531.6
1527362150518	7531.6
1527362150520	7531.2
1527362150522	7531.1
1527362150524	7530.6
1527362150526	7530.3
1527362150527	7530.2
1527362151553	7534.6
1527362152106	7534.1
1527362152740	7533.5
1527362153471	7533.5
1527362158012	7533.5
1527362158362	7533.5
1527362166638	7532.8
1527362166640	7533.6
1527362167718	7532.8
1527362167720	7533
1527362168747	7532.6
1527362169773	7532.6
1527362169866	7532.6
1527362170244	7532.6
1527362170573	7532.6
1527362170902	7532.5
1527362170962	7532.6
1527362171086	7532.6
1527362171382	7532.6
1527362177778	7534.8
1527362186290	7533.1
1527362187804	7533.1
1527362200575	7533.6
1527362224637	7534.6
1527362227125	7534.7
1527362227127	7534.7
1527362248985	7536
1527362249262	7536
1527362249477	7536
1527362250634	7536
1527362272629	7536
1527362290142	7536
1527362308181	7536
1527362318183	7535.9
1527362339652	7535.9
1527362367974	7536
1527362370246	7535.9
1527362387518	7535.9
1527362415684	7535.9
1527362415686	7536
1527362416824	7535.9
1527362417028	7535.9
1527362417378	7535.9
1527362420043	7535.9
1527362430632	7536
1527362430634	7536
1527362447411	7536
1527362450038	7535.9
1527362470187	7535.9
1527362470188	7535.9
1527362470190	7535.9
1527362471997	7536
1527362480398	7535.9
1527362480400	7535.9
1527362480401	7535.9
1527362480403	7535.9
1527362480405	7535.9
1527362480406	7535.9
1527362480407	7535.9
1527362480409	7535.9
1527362480410	7535.9
1527362480413	7533
1527362480443	7531.9
1527362480445	7531.6
1527362480447	7530.5
1527362481322	7531.6
1527362483202	7534.7
1527362497576	7533.2
1527362506203	7533.2
1527362508247	7533.2
1527362512459	7533.8
1527362517489	7533.5
1527362517491	7533.4
1527362518583	7533.8
1527362519154	7533.7
1527362538402	7533.7
1527362542963	7533.7
